event_id,lat,lon,event_cause,severity_tier,closure_risk,f4_risk,type_closure_rate,expected_clearance_min,p90_buffer_min,recommended_personnel,barricade,diversion,resource_hold_min,review_flag,night_flag,location_name,notes
FKID007828,12.9073043,77.6008947,vehicle_breakdown,Low,0.043,0.023,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID007829,12.9728201,77.5386984,vehicle_breakdown,Low,0.045,0.045,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID007830,13.0948944,77.597465,construction,High,0.332,0.332,0.265,296,1420,3,True,True,296,True,True,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review', 'night shift - reduced staffing; verify unit availability']"
FKID007831,12.8890467,77.6399533,vehicle_breakdown,Low,0.043,0.039,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID007832,12.9690984,77.6064801,vehicle_breakdown,Low,0.043,0.032,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID007833,13.042724,77.5131004,vehicle_breakdown,Low,0.043,0.019,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID007834,13.0174584,77.5598518,vehicle_breakdown,Low,0.043,0.024,0.043,41,113,1,False,False,113,False,False,,[]
FKID007835,13.011444,77.5689655,vehicle_breakdown,Low,0.043,0.025,0.043,41,113,1,False,False,113,False,False,,[]
FKID007836,12.9774311,77.5852958,vehicle_breakdown,Low,0.105,0.105,0.043,41,113,1,False,False,113,False,False,,[]
FKID007837,13.2571983,77.7128265,construction,High,0.265,0.088,0.265,296,1420,3,False,True,296,True,True,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review', 'night shift - reduced staffing; verify unit availability']"
FKID007838,12.9635362,77.5849463,vehicle_breakdown,Low,0.089,0.089,0.043,41,113,1,False,False,113,False,False,,[]
FKID007839,13.1067233,77.6021533,vehicle_breakdown,Low,0.044,0.044,0.043,41,113,1,False,False,113,False,False,,[]
FKID007840,12.991531,77.6578814,vehicle_breakdown,Low,0.076,0.076,0.043,41,113,1,False,False,113,False,False,,[]
FKID007841,12.9524496,77.5373395,others,Medium,0.086,0.036,0.086,75,551,2,False,False,75,True,False,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review']"
FKID007842,12.9055399,77.5856482,construction,High,0.265,0.097,0.265,296,1420,3,False,True,296,True,False,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review']"
FKID007843,12.9914917,77.6578683,vehicle_breakdown,Low,0.043,0.035,0.043,41,113,1,False,False,113,False,False,,[]
FKID007844,12.9816033,77.5943385,vehicle_breakdown,Low,0.043,0.03,0.043,41,113,1,False,False,113,False,False,,[]
FKID007845,12.9841502,77.6414011,vehicle_breakdown,Low,0.048,0.048,0.043,41,113,1,False,False,113,False,False,,[]
FKID007846,12.9252994,77.5500992,construction,High,0.265,0.054,0.265,296,1420,3,False,True,296,True,False,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review']"
FKID007847,13.1070291,77.6032321,vehicle_breakdown,Low,0.044,0.044,0.043,41,113,1,False,False,113,False,False,,[]
FKID007848,12.9586414,77.5548032,vehicle_breakdown,Low,0.043,0.031,0.043,41,113,1,False,False,113,False,False,,[]
FKID007849,12.982317,77.575899,vehicle_breakdown,Low,0.043,0.04,0.043,41,113,1,False,False,113,False,False,,[]
FKID007850,13.1065122,77.6008683,vehicle_breakdown,Low,0.043,0.033,0.043,41,113,1,False,False,113,False,False,,[]
FKID007851,13.0177789,77.5556665,vehicle_breakdown,Low,0.06,0.06,0.043,41,113,1,False,False,113,False,False,,[]
FKID007852,13.0178084,77.5556622,vehicle_breakdown,Low,0.043,0.024,0.043,41,113,1,False,False,113,False,False,,[]
FKID007853,12.9913351,77.6567306,vehicle_breakdown,Low,0.08,0.08,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID007854,12.9169728,77.5888751,vehicle_breakdown,Low,0.043,0.016,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID007855,12.9630215,77.5957523,vehicle_breakdown,Low,0.043,0.04,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID007856,12.9630478,77.5957383,vehicle_breakdown,Low,0.043,0.027,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID007857,12.9637926,77.596254,vehicle_breakdown,Low,0.069,0.069,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID007858,12.9637451,77.5962145,vehicle_breakdown,Low,0.052,0.052,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID007859,12.9802472,77.5705285,vehicle_breakdown,Low,0.043,0.024,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID007860,12.9692985,77.5905992,vehicle_breakdown,Low,0.043,0.027,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID007861,12.9455688,77.5285683,vehicle_breakdown,Low,0.065,0.065,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID007862,12.96596,77.5954898,vehicle_breakdown,Low,0.079,0.079,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID007863,12.9715452,77.6063927,vehicle_breakdown,Low,0.231,0.231,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID007864,12.9659948,77.5953968,vehicle_breakdown,Low,0.15,0.15,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID007865,12.9641935,77.5698992,vehicle_breakdown,Low,0.057,0.057,0.043,41,113,1,False,False,113,False,False,,[]
FKID007866,12.9363699,77.5162858,vehicle_breakdown,Low,0.086,0.086,0.043,41,113,1,False,False,113,False,False,,[]
FKID007867,12.9823167,77.5655346,accident,Low,0.091,0.091,0.03,40,89,1,False,False,89,False,False,,[]
FKID007868,12.9767584,77.6268433,vehicle_breakdown,Low,0.043,0.015,0.043,41,113,1,False,False,113,False,False,,[]
FKID007869,12.9559677,77.7010091,vehicle_breakdown,Low,0.043,0.027,0.043,41,113,1,False,False,113,False,False,,[]
FKID007870,12.9845467,77.5747717,vehicle_breakdown,Low,0.14,0.14,0.043,41,113,1,False,False,113,False,False,,[]
FKID007871,13.022889,77.6472584,vehicle_breakdown,Low,0.043,0.03,0.043,41,113,1,False,False,113,False,False,,[]
FKID007872,13.0455356,77.5072461,vehicle_breakdown,Low,0.045,0.045,0.043,41,113,1,False,False,113,False,False,,[]
FKID007873,12.9421674,77.5256498,vehicle_breakdown,Low,0.086,0.086,0.043,41,113,1,False,False,113,False,False,,[]
FKID007874,12.9874061,77.5126127,vehicle_breakdown,Low,0.043,0.03,0.043,41,113,1,False,False,113,False,False,,[]
FKID007875,12.9682038,77.5920483,vehicle_breakdown,Low,0.052,0.052,0.043,41,113,1,False,False,113,False,False,,[]
FKID007876,12.9172415,77.5872582,pot_holes,Low,0.025,0.025,0.024,36,1010,1,False,False,36,True,False,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review']"
FKID007877,12.916748,77.5950616,pot_holes,Low,0.025,0.025,0.024,36,1010,1,False,False,36,True,False,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review']"
FKID007878,12.9092283,77.6275767,vehicle_breakdown,Low,0.065,0.065,0.043,41,113,1,False,False,113,False,False,,[]
FKID007879,12.9354858,77.5127681,vehicle_breakdown,Low,0.045,0.045,0.043,41,113,1,False,False,113,False,False,,[]
FKID007880,12.9805495,77.5860983,congestion,Medium,0.079,0.079,0.044,72,97,2,False,False,97,False,False,,[]
FKID007881,13.0173714,77.5568976,vehicle_breakdown,Low,0.043,0.024,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID007882,13.0195851,77.5527345,vehicle_breakdown,Low,0.043,0.027,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID007883,12.9662418,77.5358195,vehicle_breakdown,Low,0.043,0.03,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID007884,12.9775469,77.6191254,tree_fall,High,0.394,0.264,0.394,90,1140,3,True,True,90,True,True,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review', 'night shift - reduced staffing; verify unit availability']"
FKID007885,12.9717317,77.5953942,vehicle_breakdown,Low,0.216,0.216,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID007886,12.9832155,77.6380321,vehicle_breakdown,Low,0.046,0.046,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID007887,13.0144042,77.5837607,others,Medium,0.086,0.08,0.086,75,551,2,False,False,75,True,True,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review', 'night shift - reduced staffing; verify unit availability']"
FKID007888,12.964056,77.5704534,vehicle_breakdown,Low,0.043,0.035,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID007889,12.925105,77.5502927,vehicle_breakdown,Low,0.043,0.017,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID007890,12.9206912,77.5858801,vehicle_breakdown,Low,0.043,0.02,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID007891,12.9751381,77.5764764,pot_holes,Low,0.098,0.098,0.024,36,1010,1,False,False,36,True,True,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review', 'night shift - reduced staffing; verify unit availability']"
FKID007892,13.0169672,77.5579983,vehicle_breakdown,Low,0.043,0.04,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID007893,12.9676087,77.5997413,vehicle_breakdown,Low,0.043,0.032,0.043,41,113,1,False,False,113,False,False,,[]
FKID007894,13.0189477,77.5840452,vehicle_breakdown,Low,0.043,0.019,0.043,41,113,1,False,False,113,False,False,,[]
FKID007895,13.0145981,77.572572,others,Medium,0.086,0.086,0.086,75,551,2,False,False,75,True,False,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review']"
FKID007896,12.9818726,77.5949282,vehicle_breakdown,Low,0.043,0.03,0.043,41,113,1,False,False,113,False,False,,[]
FKID007897,12.8399747,77.6770668,vehicle_breakdown,Low,0.043,0.025,0.043,41,113,1,False,False,113,False,False,,[]
FKID007898,13.0083167,77.6956378,vehicle_breakdown,Low,0.092,0.092,0.043,41,113,1,False,False,113,False,False,,[]
FKID007899,12.975131,77.6254972,vehicle_breakdown,Low,0.056,0.056,0.043,41,113,1,False,False,113,False,False,,[]
FKID007900,12.9831921,77.5954917,vehicle_breakdown,Low,0.043,0.016,0.043,41,113,1,False,False,113,False,False,,[]
FKID007901,12.9207974,77.620239,vehicle_breakdown,Low,0.043,0.028,0.043,41,113,1,False,False,113,False,False,,[]
FKID007902,13.0429611,77.5126709,vehicle_breakdown,Low,0.043,0.038,0.043,41,113,1,False,False,113,False,False,,[]
FKID007903,12.9648245,77.5860555,vehicle_breakdown,Low,0.052,0.052,0.043,41,113,1,False,False,113,False,False,,[]
FKID007904,12.9320111,77.6870396,vehicle_breakdown,Low,0.043,0.032,0.043,41,113,1,False,False,113,False,False,,[]
FKID007905,12.9417283,77.6969315,vehicle_breakdown,Low,0.043,0.034,0.043,41,113,1,False,False,113,False,False,,[]
FKID007906,12.9517271,77.5906713,vehicle_breakdown,Low,0.082,0.082,0.043,41,113,1,False,False,113,False,False,,[]
FKID007907,12.9808763,77.6306267,vehicle_breakdown,Low,0.043,0.022,0.043,41,113,1,False,False,113,False,False,,[]
FKID007908,12.9461368,77.5292562,vehicle_breakdown,Low,0.065,0.065,0.043,41,113,1,False,False,113,False,False,,[]
FKID007909,13.0414378,77.5164857,vehicle_breakdown,Low,0.043,0.025,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID007910,12.9680701,77.587077,vehicle_breakdown,Low,0.056,0.056,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID007911,12.957911,77.5535752,vehicle_breakdown,Low,0.043,0.017,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID007912,12.9822816,77.6033728,vehicle_breakdown,Low,0.043,0.04,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID007913,13.0409537,77.6205991,construction,High,0.265,0.097,0.265,296,1420,3,False,True,296,True,True,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review', 'night shift - reduced staffing; verify unit availability']"
FKID007914,12.95568042,77.71708396,vehicle_breakdown,Low,0.043,0.039,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID007915,12.8902332,77.5978429,water_logging,High,0.085,0.047,0.085,113,1066,3,False,True,113,True,True,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review', 'night shift - reduced staffing; verify unit availability']"
FKID007916,13.0159043,77.5560086,others,Medium,0.086,0.049,0.086,75,551,2,False,False,75,True,True,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review', 'night shift - reduced staffing; verify unit availability']"
FKID007917,12.9828483,77.597072,vehicle_breakdown,Low,0.044,0.044,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID007918,12.9910648,77.5714241,vehicle_breakdown,Low,0.043,0.018,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID007919,12.9910466,77.5714085,vehicle_breakdown,Low,0.043,0.018,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID007920,13.0276356,77.5387141,vehicle_breakdown,Low,0.043,0.025,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID007921,12.9889632,77.5078726,others,Medium,0.108,0.108,0.086,75,551,2,False,False,75,True,True,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review', 'night shift - reduced staffing; verify unit availability']"
FKID007922,12.9012383,77.6011728,vehicle_breakdown,Low,0.043,0.024,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID007923,12.9341902,77.6235388,vehicle_breakdown,Low,0.043,0.04,0.043,41,113,1,False,False,113,False,False,,[]
FKID007924,12.9879157,77.5987195,vehicle_breakdown,Low,0.043,0.04,0.043,41,113,1,False,False,113,False,False,,[]
FKID007925,12.9616049,77.634685,vehicle_breakdown,Low,0.12,0.12,0.043,41,113,1,False,False,113,False,False,,[]
FKID007926,12.9843622,77.582986,vehicle_breakdown,Low,0.094,0.094,0.043,41,113,1,False,False,113,False,False,,[]
FKID007927,12.966903,77.5881871,vehicle_breakdown,Low,0.086,0.086,0.043,41,113,1,False,False,113,False,False,,[]
FKID007928,13.0738967,77.59287,accident,Low,0.03,0.026,0.03,40,89,1,False,False,89,False,False,,[]
FKID007929,12.9705448,77.5871945,vehicle_breakdown,Low,0.043,0.035,0.043,41,113,1,False,False,113,False,False,,[]
FKID007930,13.0739335,77.5930433,accident,Low,0.03,0.026,0.03,40,89,1,False,False,89,False,False,,[]
FKID007931,12.9622283,77.5943117,vehicle_breakdown,Low,0.135,0.135,0.043,41,113,1,False,False,113,False,False,,[]
FKID007932,13.0146761,77.5727254,construction,High,0.402,0.402,0.265,296,1420,3,True,True,296,True,False,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review']"
FKID007933,12.96444,77.573575,accident,Low,0.043,0.043,0.03,40,89,1,False,False,89,False,False,,[]
FKID007934,13.0085327,77.6939696,others,Medium,0.086,0.049,0.086,75,551,2,False,False,75,True,False,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review']"
FKID007935,12.9670223,77.6091312,vehicle_breakdown,Low,0.048,0.048,0.043,41,113,1,False,False,113,False,False,,[]
FKID007936,12.9580301,77.5524753,vehicle_breakdown,Low,0.069,0.069,0.043,41,113,1,False,False,113,False,False,,[]
FKID007937,13.0018933,77.6121539,vehicle_breakdown,Low,0.043,0.028,0.043,41,113,1,False,False,113,False,False,,[]
FKID007938,13.0394889,77.5190491,vehicle_breakdown,Low,0.043,0.019,0.043,41,113,1,False,False,113,False,False,,[]
FKID007939,13.0179008,77.5557282,vehicle_breakdown,Low,0.044,0.044,0.043,41,113,1,False,False,113,False,False,,[]
